index,user_id,date,comment
1991,roadburner,"August 27, 2014 7:41PM",Nice write up Andy; it's good to remember it's aboutdriving- not leather upholstered electronic gadget dens...
1992,sweendogy,"August 28, 2014 7:37AM",@andres3‌- I think the back up camera plus beeping things are a great help in my s4 - but the camera and the beeps are just an aid in backing up. Sorry to hear about the friends situation but hard to blame a camera for user error.  To each is own on optioning a car but cameras should and will be standard on all cars- fact is they help and the govt has taken notice and I'm sure insurance companies are going to be happier too.
1993,flightnurse,"August 28, 2014 10:36AM",Was doing a search for a MB W126 and I came across information on the ordering guide on theMY 15 C Classinteresting reading.
1994,flightnurse,"August 28, 2014 3:39PM",@carnaughtsaid:If there was a hybrid or diesel model I'd be interested; looks nice.I am surprised that they have brought over oil burner myself. Wondering if they are waiting for mid year release or MY 16. I think the currently 2.1l d is too much for the C class..
1995,andres3,"August 28, 2014 6:43PM","@flightnursesaid:What been the outcome in getting the insurance company to give you diminished value on your car?I finally stopped being cheap and hired the collision claims consultants that were recommended to me for a professional unbiased independent diminished value appraisal that finally happened mid-August.  It refutes the DV appraisal Mercury (at fault insured's company) paid for where they claimed my car sustained no structural damage (what about pulling an upper right rail isn't structural)?  claimed it could be a certified used Audi still (no dealer I talked to seems eager to Certify a $22K+ repair billed S4.  Car Max saw bolts spun on the hood and fender and that was enough for them to only offer wholesale price at $37K.  They claimed they'd wholesale it, but part of me thinks they'd turn around and list it for $10K more at $47K.Based on their ""outside the ballpark of reality"" DV report, Mercury only offered $1K for DV.  They upped it to 1.5K in a fake attempt to settle the claim.I've now sent my demand based on a ""REAL"" report that seems to be in the ball park of reality at $8850 DV amount.  Plus the $445 fee and the $2,400 for rental car and insurance deductible expenses.   I know they only have a $10K pot to pay out, so I'll settle for $10K total.  They just want to delay this claim forever, and their tactics to frustrate me worked.  I should of hired this DV Appraisal company from the beginning; I was wasting time without their help.I now have 20 boiler plate letters to refute the predictable excuses and false claims/reasons they can't pay my demand.  It's kind of hilarious the letters I received answer and refute some of the BS reasons I've already been given.Each letter gives them 15 days to respond in writing which is more than reasonable.  I predict they will offer to split the difference between their $1K DV report and my 8.8K DV report.  One of the 20 letters is ready to go on that excuse.  Their report is just so inaccurate, and the CarMax appraisal will help show that if need be.Could take 4 to 5 more letters going back and forth before I get paid, or worst case scenario, I have to take them to small claims court for $10K.  The thing is these letters help build a ""bad faith lawsuit/claim"" if they refuse to pay up, so maybe a lawyer would take my case at that point.  No lawyers seemed interested in talking to me over a potential $15K property damage claim.Next time someone hits me my neck and back is going to hurt a lot."
1996,graphicguy,"August 29, 2014 7:49AM","Andres....man, that really is a hassle.  I know I'd be steamed, as I'm sure you are.Sounds like you have enough evidence right now to take them to small claims court.  Expect them to ask for a delay.  Get them on the 2nd trip.  Should be done with a check in hand within 60 days."
1997,roadburner,"August 29, 2014 8:49AM",I'm surprised you can't find an attorney to take the case. In most states the insurance bad faith statutes provide for recovery of attorney's fees.
1998,sweendogy,"September 7, 2014 4:43PM",Sneak peak at the new 1 series. Going to be interesting to see bmw takes on the other German who launched early.http://www.caranddriver.com/news/2016-bmw-1-series-sedan-spy-photos-future-cars
1999,stickguy,"September 8, 2014 12:14PM","If it makes you feel better, both my kids (23 YO son and 18 YO daughter) are obsessed with getting new cars."
2000,stickguy,"September 8, 2014 12:19PM",I need to take my old TL in this week for an oil change. I am sure I will take a TLX out for a drive to help pass the time
2001,sweendogy,"September 8, 2014 4:18PM","The new TLX is interesting as most articles I've seen prefer the 4 as the engine --but people also love Acuras poorly named Awd system because of its sticky ness. No awd with the 4.....Some wished they had a manual, even thou Acura killed it(rightfully so..look at the sales numbers.) This on paper looks like a nice car but if you don't go Awd it seems you could prob find more sport elsewhere- (my opinion ) That being said the written reviews have been positive.Check out the new 3 fighter Jag herehttp://www.caranddriver.com/news/2016-jaguar-xe-sports-sedan-photos-and-info-news"
2002,nyccarguy,"September 8, 2014 4:46PM","Well guys, it has been real.  For the past 2 1/2 years I've had the honor and privilege to drive an Entry Level Luxury Performance Sedan.  I've literally LOVED every second behind the wheel of my 2011 328xi.  The lease is up on 9/22 & I've decided to go a different, less expensive route.  Today I put a deposit on a 2015 Subaru Legacy.  I'll still be here lurking as a former and hopefully future owner of one of these fine sedans."
2003,roadburner,"September 8, 2014 5:18PM","@nyccarguy-The Subie is a great car, and you also have a Prelude that is probably more fun to drive than anything south of $40k..."
2004,stickguy,"September 8, 2014 5:53PM",at least soon I will have someone to give honest feedback at living with a Legacy.  Assuming of course I am still diddling about on the buying front!
2005,graphicguy,"September 9, 2014 6:05AM","Bradd....very cool.  I don't know much about Subies, other than those I know who have them, love them.  So, I'm betting you'll love yours.  There we have it....""another punch""!"
2006,markcincinnati,"September 9, 2014 7:36AM","Another One Bites the DustThis is gettin' serious now:""Nissan Plans to Make Autonomous Driving Common by 2016""-- Motor Trend, October 2014; Pg - 26You know what Pogo said:""We have met the enemy and he is us.""Well ""us"" -- and we know who we are -- killed (or at least put it on its death-bed) the stick shift. Now, of course that's only partially true -- at least if you even a tiny bit agree that the DSG (aka PDK) dual clutch 'automatic manual' transmission is (and I hate to say this) equal to or better than the best manual transmissions ever made. But so few of ""us"" actually have these marvelous inventions -- and, I'll wager, the number of folks with the excellent 8-speed automatics available is also still somewhat small.I can only sort of forgive YOU and hold my head up high with righteous indignation: Because god knows my wife and I did our parts to preserve the manual transmissions going so far as tocustom ordernearly 2-and-a-half-dozen German cars with stick shifts since 1977 (we finally quit this practice out of the sheer futility of the act when we realized that [most of] the rest of YOU -- overwhelmingly -- had given up on stick shifts years earlier). And, my wife was appalled to read some of lame excuses, most of them blaming ""the wife"" for her inability to pilot a car with a stick shift.Of course, there is always that nagging feeling that the mobile phone also played a big part in killing the stick shift; even today it seems I don't have enough digits to count the number of cars I see being driven down the road with the driver holding a cell phone to his or her ear.  So what?  I forgot to mention the ""phones in the ear"" (thus requiring one free hand) I am counting are for the drivers' of cars that I know have Bluetooth! These drivers should be forced to ride the bus for one-full-year or pay a 5-figure fine (or both).  This morning, in fact, I saw a woman (phone in ear) in a very young Maserati (with temp tags it was so new) pulling into Starbucks.  I could only wonder if she was going to attempt to be on the phone and drink coffee all the while driving in rush hour traffic here in River City.The point?Qwit yur complainin', for the Market has spoken.But this latest outrage -- autonomous driving (by 2016 no less) -- is, some will say, both inevitable and welcome.  Perhaps. It is also inevitable that we will -- eventually -- run out of fossil fuel. But we're talking decades and decades if you believe many of the scholarly studies from think tanks like the Rand Corporation to name one.Mean time, WHO (among us) is asking for self-driving cars? I'd rather pay more taxes (and I can't believe I said that) if some of them could be earmarked for public transportation infrastructure improvements and additions.  A one-person (or 4 person) public transportation vehicle (manifested in the form of a self-driving passenger vehicle), is not something I want to sign up for.On the other hand, I do want driver aids: laser headlights, night-vision, ""city safety"", all around-view cameras, rear cross traffic alerts -- even automatic cruise control for those 100+ mile stints behind the wheel that are part of my weekly routine trips between Cincinnati and Columbus or Cincinnati and Louisville or Indianapolis.I want a connected car (better even than that which is in my 2014 S4: ""Audi Connect""), but I still want to press the pedals (most of the time, anyway) and turn the steering wheel myself.I am [now, happily] resigned to allowing my dual-clutch 7-speed automatic manual transmission to do the rowing for me, but I am far, far, far from wanting my car to drive itself.  Indeed, I'm mostly sure I don't even want the thing to park itself, thank you very much.The only good news in the Nissan announcements (if you can call it ""good"") is that Nissan claims they will NOT ELIMINATE the need for human interaction (like some competitors -- gulp).""There is no need to sally forth, for it remains true that those things which make us human are, curiously enough, always close at hand. Resolve then, that on this very ground, with small flags waving and tinny blast on tiny trumpets, we shall meet the enemy, and not only may he be ours, he may be us.""Drive it like you live -- but do drive it yourself."
2007,Mr_Shiftright,"September 9, 2014 8:29AM","If it doesn't have 3 pedals, it's an AUTOMATIC. Call it what you will, couch it in Teutonic techno-babble, whatever. You aren't fooling me.Of course, sometimes I do wonder if some automakers made their shifters so clunky deliberately, to wean us off them?"
2008,andres3,"September 9, 2014 11:28AM","Got my S4 back today from the body shop, 4 trips total, 68 days total in the shop, and the car is looking and driving great.  I think I finally got them to do it ""right.""  Still not perfect mind you, but good work that should of been done the first time without repeated return trips to correct deficient work.I just don't think they have enough ""skill"" in their work force  Still, for my money I think the ""body shop"" in Ingoldstadt is superior and better.  Audi proved to me they do tremendous quality control with this S4 at the factory.  They obviously build them to appease guys like me that notice when gaps and panels are off by a MM or two.This last visit was to correct inconsistent gaps with the front hood, lack of buffing/polishing on the front fender and front quarter/fender panels, and 2 bad paint edges at 2 locations on the hood (which was replaced).I drove a new NON SH-AWD 6 cyl. TLX and wasn't impressed at all.  The transmission is lazy, why'd they give the 4 cyl the better tranny?  Why no exhaust?  Why less HP than the outgoing TL SH-AWD?   This is your Camry/Prius-like TLX.Perhaps the SH-AWD is another animal?  Admittedly, putting the transmission in sport or sport+ mode made it less lazy, but still lacking.  I heard the dual clutch still has a torque converter.  NO NO NO Acura... no no no.Oh, and the moon roof cover is cardboard covered in vinyl.....compare it to the S4's and you'll believe me that the TLX is an overpriced Accord."
2009,graphicguy,"September 11, 2014 4:29AM","Kirstie_Hsaid:A reporter would like to speak to a recent car shopper who has used their mobile device to look for car inventory, compare pricing, look at trim packages, etc. while on a dealer's lot. If this is you, and you'd like to share your story, please send your daytime contact info to pr@edmunds.com no later than 1 p.m. PT/4 p.m. ET on Thursday, 9/11/14.Doesn't everyone here do that?  I'm not in the market, but find myself looking on my iPhone for pricing info anytime I take my car in for service."
2010,graphicguy,"September 11, 2014 11:47AM","Kirstie_Hsaid:graphicguysaid:Kirstie_Hsaid:A reporter would like to speak to a recent car shopper who has used their mobile device to look for car inventory, compare pricing, look at trim packages, etc. while on a dealer's lot. If this is you, and you'd like to share your story, please send your daytime contact info to pr@edmunds.com no later than 1 p.m. PT/4 p.m. ET on Thursday, 9/11/14.Doesn't everyone here do that?  I'm not in the market, but find myself looking on my iPhone for pricing info anytime I take my car in for service.Maybe not here, here.  In CCBA? I wouldn't be surprised if people were shopping in their sleep.Yeah....probably right, Kirstie.  Fact is, I was looking at my TL's value on my iPad the last time I got an oil change.  My sales guy happens by, greets me, looks at my iPad to see I'm looking at trade value and invoice numbers on the TLX.  He laughs and said, "".....TLX is too new for a GG type deal.  I'll call you in 6 more months, though.  We van hammer something then when the supply catches up with demand.""That put's us right after the New Year.  They're really nice cars. Acura has done a nice job."
2011,ab348,"September 11, 2014 1:33PM","Michaellsaid:graphicguysaid:Kirstie_Hsaid:graphicguysaid:Kirstie_Hsaid:A reporter would like to speak to a recent car shopper who has used their mobile device to look for car inventory, compare pricing, look at trim packages, etc. while on a dealer's lot. If this is you, and you'd like to share your story, please send your daytime contact info to pr@edmunds.com no later than 1 p.m. PT/4 p.m. ET on Thursday, 9/11/14.Doesn't everyone here do that?  I'm not in the market, but find myself looking on my iPhone for pricing info anytime I take my car in for service.Maybe not here, here.  In CCBA? I wouldn't be surprised if people were shopping in their sleep.Yeah....probably right, Kirstie.  Fact is, I was looking at my TL's value on my iPad the last time I got an oil change.  My sales guy happens by, greets me, looks at my iPad to see I'm looking at trade value and invoice numbers on the TLX.  He laughs and said, "".....TLX is too new for a GG type deal.  I'll call you in 6 more months, though.  We van hammer something then when the supply catches up with demand.""That put's us right after the New Year.  They're really nice cars. Acura has done a nice job.And yet there is someone in another thread who would absolutely not consider the new TLX because of the commercial Acura created for it.In fairness, I am seeing a number of non-professional drive reports from interested parties/potential buyers that are not at all positive, so that weighs heavily against it too. Could Acura have badly missed the mark?"
2012,andres3,"August 19, 2014 11:50AM","My S4 has nearly 10,000 miles, and it's been to the dealer only for a free oil change once.  Superb vehicle that I find to be significantly superior in both quality, performance, and price/value to other sport sedans on the market."
2013,carnaught,"August 19, 2014 2:24PM","@andres3said:My S4 has nearly 10,000 miles, and it's been to the dealer only for a free oil change once.  Superb vehicle that I find to be significantly superior in both quality, performance, and price/value to other sport sedans on the market.<Great tradition with the brand.  Hope China's Geely keeps it that way."
2014,sweendogy,"August 19, 2014 5:14PM",Audi s3 now on usa website as you now build it out- a tick under 50k in the form I would want. No sport dif (maybe I'm missing it) which for me makes the s4 really ride on rails. Looks like the prem pack is prob the way to go as it packages more but what do I know. After sitting in the a3 I would def look at this car - looks well done.
2015,flightnurse,"August 20, 2014 7:51AM","@rayainswsaid:One of my local dealers [ north of Atlanta ] has started to receive S3s.= RayOn my list to test drive....caranddriver.com/reviews/2015-audi-s3-sedan-instrumented-test-review-seamless-upshifts-page-2Here is a review of a S3 from Car and Drive, in the article it says the S3 wont arrive in the US until Sept, this is why they are driving one from the UK...  BTW, 0-60 in 4.4 sec? Not too sure how accurate this is, since it only makes 292 hp and weights 3300 lbs..."
2016,qbrozen,"August 20, 2014 8:09AM","@flightnursesaid:Here is a review of a S3 from Car and Drive, in the article it says the S3 wont arrive in the US until Sept, this is why they are driving one from the UK...  BTW, 0-60 in 4.4 sec? Not too sure how accurate this is, since it only makes 292 hp and weights 3300 lbs...I think I can believe it only because the street start is so much slower (5.6) and a more accurate representation of the power/weight ratio it supposedly has. The 4.4 maybe involves launch control and obviously add the advantages of AWD and DSG."
2017,sweendogy,"August 20, 2014 5:15PM","Going to be interesting for bmw - this s3 getting good reviews-plus the a3 has a lot of us fans in 2.0 form.  obv bmw has a nice stable but even the ""el cheapo"" (some people are calling it on Beemer fest) 320 is getting played here a bit-sure its a bmw but .... if price matters and enthusiasts like flight are getting base sudo lux sport cars in auto form then audi with its Quattro and competing pricing will surely put pressure on the old prop to get moving.  Interesting times......."
2018,sweendogy,"August 21, 2014 1:58PM","""Fun 'lunch break'""Me too I went to chipotle"
2019,carnaught,"August 21, 2014 5:10PM","Ray, what was the sticker on the S3 you sampled?"
2020,sweendogy,"August 21, 2014 6:00PM",Thanks for review
2021,markcincinnati,"August 23, 2014 7:53AM","Just had the 15,000 mile service on my '14 S4 S-Tronic.  While in, I also had the tires rotated and was comp'd a set of $69 wiper-blades, causing the computer to spit out the admonition that these freebies were a one-time deal.  The service manager's good will was somewhat offset by the wag of the computer's finger.I had no expectation of free wipers, but appreciate them, since I replace them every 15K as a matter of routine.Typical to the Audi powerplants, I am now enjoying the 10,000+ mile break in surge of power.  The engine that keeps on giving now even shows 30 or more MPG's from time-to-time, beating my 2009 2.0T A4 (which had the 6-speed Tiptronic.)After driving the S6 recently, I am still smitten -- were $'s no object.  But, if you're considering a $55K+ ELLPS, you owe it to yourself to drive one of these -- other's may come close, but -- for the money -- this is THE one to beat. Of course this is certified, 100% bias-free fact based commentary.Couple of program notes if you get serious about a 2015 S4:If leasing go Premium+If buying at least consider PrestigeGet the full-leather seatingGet the B&O sound-systemGet MMI PlusGet Audi-side assistConsider Audi-sport differential if you ever like to really carve into curvesDebate the merits of sticking with the 18"" wheels -- even they come with 40Series tires -- ride improves, tires cost less, last longer -- and if you axe me, the OEM tires aren't the best anyway, so you'll want to consider replacing them.  Of course the 19"" wheels sure are purty.The trim on the dash, doors etc, can be had in 3 flavors, look at examples of each, then decide.Paint is expensive -- if on a budget (what am I saying) get one of the free colors.The video reviews and Motor Trend says 0-60 4.4 sec.  The S3 may equal it, but there are several reviews all over the web that claim the S4 is quciker than Audis published claims.The Audi Connect is 3G -- it sucks (if it is T-Mobile) -- great concept, crappy execution.Objectivelythis is the best you can get, if you don't want to spend more.If you want something for less $ that will satisfy your needs for speeds, etc, consider the Acura TLX V6 w/SH-AWD and in Advance trim -- consider it a bargain S4, sort of.And: drive it like you live.Remember, this post is certified 100% objective, there are no opinions, zero, zilch, nada in this utterance."
2022,carnaught,"August 23, 2014 1:01PM","@markcincinnatisaid:Yep, it's the association of Geely and Volvo, not Audi.  No tachycardia intended."
2023,rayainsw,"August 25, 2014 4:00AM","$45K?Looks like the S4 MSRP starts @ $48,400?"
2024,sweendogy,"August 25, 2014 6:42AM","@rayainswsaid:$45K?Looks like the S4 MSRP starts @ $48,400?yeah the S3 - the car you have been talking about above- sorry for the typo"
2025,m6user,"August 26, 2014 6:47AM","Why so shocked that a $50k car had something well before it became standard in a $18k car?  Isn't that part of the reason luxury cars cost so much more.....cutting edge tech, quality materials and driving experience?  I think the Civic had bluetooth available for some time but now it is standard.  Hence the commercial."
2026,robr2,"August 26, 2014 7:53AM","@flightnursesaid:Not too sure why these cars have a Pandora app built into the radio, when you can stream it through bluetooth from your phone.It's two-fold.  First, it's safer to navigate the Pandora app through the vehicle's infotainment center than it is to try and control it through your phone.  Voice controls and steering wheel controls reduce the need to pick up the phone to use Pandora.  Second, it's a marketing push.  With Pandora in the infotainment system like Sirius/XM and terrestrial radio, you are more prone to use it which shows greater users/ratings and allowing them to sell higher priced advertising.I have Pandora on my phone and never use it in the car.  It's too much of a pain to use the phone while driving a stick shift in the city."
2027,robr2,"August 26, 2014 8:21AM","@markcincinnatisaid:Has Congress finally passed the ""mandatory"" back-up camera bill they've been promising?Yes.  The requirement was supposed to be implemented by 2011.  But the DOT filed for extensions - presumably on the behest of industry.  Now all vehicles under 10,000 lbs. built after May 1, 2018 must be equipped with a back up camera."
2028,graphicguy,"August 26, 2014 12:23PM","@markcincinnatisaid:Mark...there was some auto company (probably more than one) who probably protested, stating how difficult and costly a back up camera would be to integrate into all of them, rendering their models uncompetitive price wise.  Or, that their so called research stated the public didn't want back up cameras.So, NATSB probably said...OK, we'll give you 4 years.Sounds familiar....we heard that about airbags a couple of decades ago, too."
2029,markcincinnati,"August 26, 2014 2:16PM","Biz (software sales and services) has, in 2014, improved greatly.  But it's still not back to the good old days, and you cdnpinhead?The light at the end of the tunnel now appears NOT to be an on-coming train!Woo Woo.Back to cars!Adding a backup camera would cost something, sure, I get THAT -- but the cost would be passed on to the consumer and probably with at least a penny profit.I know it may sound like blasphemy, but I'm really curious about the new 2015 Genesis 4-door sedan.  Priced here in the ELLPS pack, certainly doing a great cover as an ELLPS (wishing they were, I assume, an LPS, which won't be too much of a stretch over the next few years, I'd imagine).If I thought I could count on any of y'all to start mass quantities of test-drives, I'd pass on doing that, at this time.My wife and I must be outliers -- test driving is a serious hobby for us; and it is free, and about every 36 months we drop about $100K or more on a couple of new cars, and the dealer group we use to take our test drive adventures knows it, so there's always a willingness to let us go out and explore.Seems like a decent number of folks here probably do the same thing in terms of being in the market -- but y'all (and I grant I could be wrong) don't seem to be taking out the latest and greatest to see what's what.Think of it this way -- a new restaurant comes to town; I'm assuming most (51%) folks here eat out -- A LOT -- well you probably give the new eatery a go.  The characteristics of the ELLPS and LPS ""buyers"" is (I've assumed with the data points y'all share here) would seem to indicate you're -- most of you anyway -- auto mavens (experts or connoisseurs). You like to ""dine"" (drive) the new restaurant (auto).  True dat?I also assume y'all subscribe to at least two of the ""big"" car magazines and devour them both in print and on-line.Well the challenge I'll throw out -- and there is no prize for winning -- is to get into the new cars and drive them, then sign on here and tell us a story, whet our appetites for all things automotive (or at least ELLPS and/or near-LPS).  Make the others here -- force or compel the rest of us -- HAVE to take out the car you drove to experience it for yourselves.Even if it's not an Audi."
2030,markcincinnati,"August 26, 2014 5:30PM","This is a big tent, we do have room for Neo-Luddites -- and smart alecs (like me).I must have something wrong with me -- for I use my nav system every day, every single day.  I leave for work in the AM and I punch up my nav system, set the scale to 4 miles, which is enough to capture two Interstate highways that I may have to travel.Wait 5 seconds.The screen paints a series of red, yellow or green outlines along either the north/south or east/west route that I must travel to get from sub-urban Cincinnati to the CBD (where I need to be).  If I see too much red painted on the Interstates (275 or 71), I know things are gonna be s=l=o=w so I take a secondary road route -- and I often try multiple routes and ask the navi lady to help me.I also ask the system to give me an approximate arrival time.Hell, I play with all this stuff and wish there was more tech to assist me in my journey.To each his / her own -- but the thing is, increasingly, the buyers of ELLPS's and LPS's take for granted that their vehicles will come with nav and a lot of other driver aids.I was in a meeting in Lexington KY (80 miles south of Cincinnati) the other day -- we were discussing an upcoming meeting and the client made the assumption that I would just input the address into the car's nav system (he knew not anything about my car), so he didn't give me directions, he just gave me the street and number of the destination to plug into my nav.A Garmin certainly works fine, folks often say they are superior to the factory systems (other than not being integrated with the rest of the car's ""avionics"".)  It is just a preference (of mine) to have everything built in.Hence my frequent close: Drive it like YOU live.  I submit, however, that all of this tech will soon, soon, soon be standard and that there will be a bunch of new tech none of us have even imagined, yet.Besides, I wouldn't pull over and ask for directions or attempt to use a map, if threatened with pain and death."
2031,ab348,"August 26, 2014 6:59PM",I tried using the maps on my iPhone but couldn't figure out how to use it. Call me Luddite.
2032,flightnurse,"August 26, 2014 10:27PM","@justg0said:I use Navi too - but not the factory installed as they get outdated and are not as good as Google Maps. Google Maps on my Android device automatically picks the best route for me out of the possible 3 options I have to work based on the traffic conditions.Now I'm not too sure how Audi or MB does it, but BMW uses Google Maps. In Google Maps on-line you can save the route you choose and have it sent to your BMW (car has to have Navi and BMW assist), it's a pretty slick system they have, you can set it up to go from Point A to B to C to D if you like. The dealer has shown Rick this since it will help him with clients showing multi houses."
2033,roadburner,"August 27, 2014 4:31AM","@cdnpinheadsaid:I could have retired three years ago and continued to draw as much money as I do now, but I've chosen to continue to work.  This puts more into the 401(K), as opposed to taking it out, and keeps me entertained.  There's nothing quite like working in an environment in which I could quit at any time, and the supervision knows it.I have 8 days left- spread out over the next 4 months and then I can consider myself fully retired. Like you, I will probably pick up a part-time job, if only to allow me to pour more money into my HPDE fund. Every year I get 10 or more invitations to instruct at tracks all over the southeast and the only things that keep me from accepting most of them is time-which will no longer be an issue-and money(for brakes, tires, motels, etc.)."
2034,justg0,"August 27, 2014 7:53AM","@flightnursesaid:In Google Maps on-line you can save the route you choose and have it sent to your BMW (car has to have Navi and BMW assist), it's a pretty slick system they have, you can set it up to go from Point A to B to C to D if you likeYeah, I had that in my previous BMW and used that quite a bit. Even though its Google Maps, doesn't look like they get updated automatically like they do on the phone. Still Send to Car option is convenient.This time I want without a navi and am glad I did. Now I like it so much that when I drive my Acura with built in navi, I still use the navi on my phone.@sweendogysaid:Nav discussion - interesting - I have had nav on both the g and now the audi- the g's touch screen and interface better - audi crisper (it's 7 yrs newer, dah!) and has the google integration - BUT I still use my phone more then factory- to all I recomend an app called WaZe.I will have to give WaZe a try. Looks like Google is incorporating their technology in Google Maps as I have found it's route and traffic info to be quite accurate, even for smaller streets."
2035,roadburner,"August 27, 2014 8:16AM","@graphicguysaid:RB....do you go to Mid-Ohio much?Only twice, but It's one of the tracks I get invited to. My next stop is the new track at the Corvette Museum in Bowling Green KY."
2036,ivan_99,"August 15, 2014 6:48AM","@sweendogysaid:Nissan tried that with the murano - and I don't know if that's the answerBMW 435 Gran Coupe is the swiss-army knife for me.  Low wide ""coupe"" so I can drive in style.  4 door and 5 seats so I can put the 4 kids in.  Hatch so I can fit all the football equipment.Too hot for a convertible so that feature is not on my list.I'm just not in the market now..."
2037,flightnurse,"August 15, 2014 8:37AM","@Michaellsaid:I thought the Gran Coupe is a sedan, not a hatch. There is the 3-series GT, which is a hatch, and the new X4, which is a CUV-thingy with a hatch.The GC is a hatch, the 3GT is a different animal but has a hatch. The X4 is more a SUV then a coupe."
2038,sweendogy,"August 15, 2014 11:14AM",I like it a lot - make the runs to Home Depot easier
2039,dino001,"August 15, 2014 3:15PM","So far 435i GC is going to be my next car.  Not sure when, will probably take a while, but so far that's the one.  One bad thing is the price - with all goodies I want it would cross 55 grand on the sticker, push 60Just crazy."
2040,jbeck5,"August 15, 2014 4:55PM","HiNew poster here.  I am considering a 2014 Audi s4 with 1200 miles.  Auto tran, sport differential, 19 inch wheels, navi and B&O stereo.  To those who have driven or owned this:1. Is the ride acceptable over non-smooth roads?2. Reliability?3. MPG?I really liked the feel of the car and the smooth power from the supercharged V-6 during the test drive.Basically, how do you enjoy owning and driving the car, and how livable is it.  Also, how has Audi been to deal with?  I have previously owned BMW 335i and 128i with sport packages.  Enjoyed them both.  How woul you compare the S4?Thanks in advance for any feedback."
2041,dino001,"August 15, 2014 5:54PM","@flightnursesaid:Why not another wagon?3.0 engine, sports suspension with just Sports Line (no need to buy up), RWD, better steering and handling (so I heard) and killer looks."
2042,dino001,"August 15, 2014 6:52PM","Not exactly.  4-series has wider wheel track (1/2 inch), lower ride, not just roof, but seats, too, i.e.  CG is lower, and reportedly more feedback on steering and suspension vs 3-series.  It is a different car, newer development derived from the sedan, but took its own life.  BMW heard complaints on the new three's steering when it came out, so they reportedly made some efforts to improve it.   Now, it is possible four's those settings will filter back to the original soon."
2043,stickguy,"August 16, 2014 7:48AM",@nyccarguysaid:jbeck5‌Hello & Welcome to edmunds.  You picked the right board for owner info.  We've got 3 current S4 owners and 1 former S4 owner.I know what the former owner will say!
2044,jbeck5,"August 16, 2014 10:10AM","thanks for the welcome.  I should add I have also owned the previous generation of the A4, bought in 2007.  That was a good car.  The decision for me is coming down to A4, S4 or TLX.  Test drove TLX V-6 yesterday and liked it.  But if I go TLX I will wait for a 2.4 liter 4 cyliner to be available.Also test drove Audi A3 and was less impressed than most of the reviews that you read."
2045,sweendogy,"August 16, 2014 12:11PM","2015-A6 3.0 supercharged test drive.Prem pack, Bose, nav - non sport - 18 all seasons.Got a service done on my s4 yday/today and left with a 15 a6 with 32 miles on the car as a loner. First off audi interiors are amazing and this a6 was extra cushie compared to my s4 with summer slicks. Nice highway cruiser - but a bit of a boat in the turns. Pickup from the 3.0 smooth but not dramatic even in dynamic mode. Infact it made me wonder how slow or unsporty the 2.0 would be- as the car is huge. I drove the car for approx 20 miles - and have to say if I was maybe 10-15 years older it would be my cup of tee but not at this juncture.Other observations - sat in an A3, while the doors seemed a little tinnie the overall car was pretty impressive and I would certainly take a look at this car if considering. The layout is simple and it seems like a great commuter car in 2.0 form. The trunk also huge for a compact.S6 - saw one in blacked out (optic pack?) form - so attractive.Glad to have the s4 back- small puncture fixed in rear tire."
2046,sweendogy,"August 16, 2014 12:33PM",@jbeck5- is it Joel? The s4 for me has been a good commuter in traffic over 4k miles. I drive a total of 20 miles each day- decent on gas in traffic I'm getting 18-19 in city- when I'm able to drive traffic free I can get 27 - I've seen 30 once. I do flog it time to time so I'm guessing I could prob do a little better. Great stereo - seats are nice and firm- wish they were full leather (prob the only thing I would change) - car rides on rails and even with its girth can get around the twists with little drama(sport diff def works). Has been a good rig thus far.
2047,jbeck5,"August 16, 2014 1:46PM","And no, it's not Joel."
2048,sweendogy,"August 16, 2014 3:50PM",null@ sorry I know a Joel beck thought it could be him
2049,graphicguy,"August 17, 2014 7:07AM","@stickguysaid:I know what the former owner will say!I am the former S4 owner.I guess this is a situation where you either get lucky with an S4, or you don't.  I didn't.  Quattro system would 'bind"".  Audi said they could fix it,but couldn't.  Had some other gremlins.  Was annoyed by the Audi rep and how they handled my situation.  Audi ended up buying it back.MPG was 18-19 MPG in town...mid 20s on the interstate.  I kept my foot in it most of the time, though.Wished it turned out better.  Fun car to drive when it ran right, though.  Just too many problems."
2050,graphicguy,"August 17, 2014 2:58PM","FN....They NEVER want to buy back any car.  The Regional Rep was a real pain to work with and  bordered on total ignorance  of the  products he represented.Once I was able to find his bosses name and location, I contacted him and things moved quickly after that."
2051,sweendogy,"August 17, 2014 5:50PM",I saw that 535 on the highway once- I though he was being nice moving over for me-
2052,stickguy,"August 17, 2014 6:07PM","GG, I just caught up on my latest pile of car mags this weekend.  one of them had a recap of their LT test S7, and one of the issues was some sort of binding.  sounds like your issue.so at this point, it sounds more like a ""feature"" than a ""bug""."
2053,graphicguy,"August 17, 2014 7:20PM","@robr2said:Robr2.....seems counter intuitive.  Tick off your customer base, so they won't ever shop for your product again"
2054,sweendogy,"August 18, 2014 2:57AM","I'm now have 3 ""flagged"" posts - what does that mean, hosts?"
